SN,NAME,WINE,YR,REG,TP,RT,NUMR,PR,BD,ACD, RSG , AL , DN 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0277 , 12.2671 , 0.9958 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0274 , 11.4813 , 0.9960 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0263 , 10.6791 , 0.9971 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,NA,NA, 10.0260 , 12.0488 , 0.9958 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,NA,NA, 10.0254 , 11.5151 , 0.9953 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0253 , 10.9705 , 0.9973 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0250 , 11.2723 , 0.9956 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0240 , 10.9408 , 0.9967 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0236 , 11.0504 , 0.9962 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0225 , 10.1428 , 0.9972 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,NA,NA, 10.0222 , 11.4227 , 0.9960 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0207 , 11.0825 , 0.9968 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0206 , 12.1820 , 0.9939 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0205 , 11.0555 , 0.9972 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0199 , 12.3660 , 0.9955 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0194 , 11.4698 , 0.9951 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0181 , 11.6566 , 0.9970 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0174 , 11.7027 , 0.9947 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,NA,NA, 10.0173 , 11.2994 , 0.9956 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0170 , 10.7593 , 0.9965 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0167 , 10.4993 , 0.9965 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0163 , 11.1744 , 0.9964 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0162 , 10.5384 , 0.9974 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0157 , 10.9644 , 0.9972 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0157 , 11.2343 , 0.9967 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0156 , 11.0067 , 0.9962 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0154 , 11.8588 , 0.9960 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0154 , 11.0744 , 0.9973 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0145 , 10.9557 , 0.9964 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0141 , 12.0061 , 0.9956 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0139 , 11.4115 , 0.9953 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0130 , 11.5596 , 0.9960 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0119 , 10.7851 , 0.9971 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0107 , 11.2215 , 0.9960 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0107 , 10.7993 , 0.9966 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0106 , 10.6056 , 0.9975 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0099 , 11.0062 , 0.9959 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0097 , 10.8854 , 0.9965 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0092 , 10.2767 , 0.9975 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0088 , 10.8262 , 0.9975 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0083 , 10.7053 , 0.9965 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0070 , 11.3247 , 0.9960 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0060 , 11.6976 , 0.9962 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0043 , 11.0025 , 0.9963 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0036 , 10.9747 , 0.9967 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,NA,NA, 10.0033 , 11.7524 , 0.9954 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0028 , 10.3375 , 0.9977 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0026 , 10.6026 , 0.9974 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0018 , 10.8901 , 0.9959 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0013 , 11.7982 , 0.9957 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 10.0000 , 11.6038 , 0.9949 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9995 , 11.9024 , 0.9945 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9986 , 10.9915 , 0.9967 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9985 , 11.6581 , 0.9959 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9977 , 11.2962 , 0.9949 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9975 , 10.8631 , 0.9956 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9973 , 11.3026 , 0.9959 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9971 , 11.0567 , 0.9962 
W7716-85741,Campillo,Gran Reserva Rioja,2012,Rioja,Rioja Red,4.05,410,22.99,4,3, 9.9967 , 11.3076 , 0.9957 
W2516-73824,Campillo,Reserva Especial Rioja,2010,Rioja,Rioja Red,4.06,95,23.95,4,3, 9.9835 , 10.8296 , 0.9968 
W3628-49953,Can Axartell,The Artist,2016,Mallorca,Red,4.09,69,26.84,4,3, 9.7243 , 10.9337 , 0.9968 
W4945-45432,Can Bas,Monreal,2015,Penedes,Red,4.23,48,44.1,4,3, 8.9175 , 11.6810 , 0.9956 
W8288-21779,Can Rafols dels Caus,El Rocallis,2015,Cataluna,NA,4.33,83,88,NA,NA, 7.4634 , 10.5675 , 0.9958 
W7729-80451,Can Rafols dels Caus,El Rocallis,2016,Cataluna,NA,4.16,80,34.5,NA,NA, 9.1480 , 12.1004 , 0.9947 
W4743-28563,Can Xanet,Sibila,2017,Mallorca,Red,4.14,33,32.46,4,3, 9.1837 , 11.2059 , 0.9961 
W7024-42081,Capafons-Osso,Mas de Masos,2006,Priorato,Priorat Red,4.2,86,39.99,NA,NA, 8.9569 , 11.1123 , 0.9968 
W4705-14785,Carlos Moro,CM Tinto,2017,Rioja,Tempranillo,4.01,42,17.75,4,2, 10.7503 , 11.1063 , 0.9963 
W7686-57870,Carlos Moro,Finca Valmediano Tinta de Toro 16 Meses Barrica,2012,Toro,Toro Red,4.14,38,32.9,5,3, 9.1761 , 11.9287 , 0.9959 
W2407-52908,Carlos Moro,Vina Garugele,2015,Rioja,Rioja Red,4.32,32,75.8,4,3, 7.7983 , 11.5678 , 0.9953 
W6313-38500,Carlos Serres,Onomastica Rioja Reserva,2014,Rioja,Rioja Red,4.04,28,21.88,4,3, 10.1281 , 11.0042 , 0.9960 
W9195-41058,Carmelo Rodero,Crianza,2017,Ribera del Duero,Ribera Del Duero Red,4.02,2050,19.99,5,3, 10.1613 , 10.4202 , 0.9966 
W2128-83023,Carmelo Rodero,Crianza,2018,Ribera del Duero,Ribera Del Duero Red,4,1070,16.49,5,3, 11.3801 , 11.1006 , 0.9960 
W8810-17983,Carmelo Rodero,Crianza,2019,Ribera del Duero,Ribera Del Duero Red,4.02,533,19.95,5,3, 10.2782 , 11.6509 , 0.9955 
W2021-51298,Carmelo Rodero,Pago De Valtarrena,2015,Ribera del Duero,Ribera Del Duero Red,4.26,700,49.95,5,3, 8.6406 , 11.5120 , 0.9956 
W1718-31517,Carmelo Rodero,Pago De Valtarrena,2016,Ribera del Duero,Ribera Del Duero Red,4.25,200,48.95,5,3, 8.7761 , 11.5823 , 0.9957 
W5667-22053,Carmelo Rodero,Pago De Valtarrena,2018,Ribera del Duero,Ribera Del Duero Red,4.25,99,47.5,5,3, 8.7921 , 10.9960 , 0.9955 
W4044-29738,Carmelo Rodero,Reserva,2016,Ribera del Duero,Ribera Del Duero Red,4.14,450,32.9,NA,NA, 9.1794 , 11.9939 , 0.9946 
W4165-27605,Carmelo Rodero,Reserva,2017,Ribera del Duero,Ribera Del Duero Red,4.12,217,29.95,5,3, 9.3281 , 10.8535 , 0.9961 
W9811-86358,Carmelo Rodero,Reserva,2018,Ribera del Duero,Ribera Del Duero Red,4.11,83,28.9,5,3, 9.3716 , 11.4365 , 0.9953 
W8630-88950,Carmelo Rodero,Ribera del Duero TSM,2006,Ribera del Duero,Ribera Del Duero Red,4.21,48,40.83333333,5,3, 8.9483 , 12.2158 , 0.9943 
W9598-50479,Carmelo Rodero,Ribera del Duero TSM,2015,Ribera del Duero,Ribera Del Duero Red,4.29,367,56.75,NA,NA, 8.4363 , 10.9797 , 0.9968 
W4900-93732,Carmelo Rodero,Ribera del Duero TSM,2017,Ribera del Duero,Ribera Del Duero Red,4.29,503,55.35,5,3, 8.4506 , 10.3900 , 0.9981 
W3405-95278,Carmelo Rodero,Ribera del Duero TSM,2019,Ribera del Duero,Ribera Del Duero Red,4.31,577,67.5,5,3, 8.0100 , 11.7925 , 0.9958 
W1055-33053,Cartoixa de Montsalvat,Montsalvat,2005,Priorato,Priorat Red,4.29,38,56.27,4,3, 8.4383 , 11.3846 , 0.9966 
W7702-69292,Cartoixa de Montsalvat,Montsalvat,2007,Priorato,Priorat Red,4.2,54,39.712635,4,3, 8.9649 , 11.5268 , 0.9968 
W3464-65654,Casa Castillo,Cuvee N Vinas Viejas,2015,Jumilla,Red,4.32,160,73,4,3, 7.9743 , 11.4321 , 0.9953 
W5874-23405,Casa Castillo,Pie Franco,2016,Jumilla,Monastrell,4.3,200,59.9,5,3, 8.3964 , 12.4957 , 0.9954 
W8185-23630,Casa Castillo,Pie Franco,2017,Jumilla,Monastrell,4.32,172,77.98,5,3, 7.5560 , 11.4361 , 0.9960 
W9287-57309,Casa Castillo,Pie Franco,2018,Jumilla,Monastrell,4.31,95,69,5,3, 7.9893 , 12.0458 , 0.9947 
W4623-61189,Casa Rojo,Alexander vs. The Ham Factory,2016,Ribera del Duero,Ribera Del Duero Red,4.15,1573,33.37333333,5,3, 9.1690 , 10.5594 , 0.9968 
W4543-63563,Casa Rojo,Minami,2016,Jumilla,Monastrell,4.25,106,48.9,5,3, 8.7785 , 11.1606 , 0.9958 
W4907-88826,Casal de Arman,Finca Misenhora Edicion Limitada,2018,Ribeiro,NA,4.08,44,26.2,NA,NA, 9.7301 , 11.4300 , 0.9957 
W9425-92487,Castano,Casa Cisca Monastrell,2010,Yecla,Monastrell,4.15,161,33.77,NA,NA, 9.1619 , 11.4227 , 0.9959 
W7558-42314,Castano,Casa Cisca Monastrell,2011,Yecla,Monastrell,4.14,423,32,5,3, 9.1918 , 11.4804 , 0.9959 
W5587-95300,Castano,Casa Cisca Monastrell,2015,Yecla,Monastrell,4.16,200,35.2,5,3, 9.1304 , 10.9124 , 0.9956 
W3863-91023,Castano,Casa Cisca Monastrell,2016,Yecla,Monastrell,4.16,49,35,5,3, 9.1383 , 10.6998 , 0.9964 
W2858-19185,Castell del Remei,Costers Del Segre 1780,2017,Costers del Segre,Red,4.05,37,22.9,4,3, 10.1214 , 10.9360 , 0.9959 
W4368-69498,Castell d'Encus,Ekam,2019,Costers del Segre,NA,4.07,257,24.61,NA,NA, 9.7527 , 11.6746 , 0.9960 
W2086-49798,Castell d'Encus,Ekam Essencia,2015,Costers del Segre,NA,4.22,32,43.44,NA,NA, 8.9276 , 11.2568 , 0.9966 
W6133-14174,Castell d'Encus,Saktih,2013,Costers del Segre,Red,4.45,30,195.27,4,3, 6.8829 , 11.6972 , 0.9949 
W2317-32311,Castell d'Encus,Saktih,2016,Costers del Segre,Red,4.38,28,132.95,4,3, 7.1896 , 11.6964 , 0.9957 
W3887-63972,Castell Miquel,Stairway To Heaven Rosado,2020,Mallorca,NA,3.98,34,13.99,NA,NA, 11.4349 , 12.3937 , 0.9946 
W4913-43465,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,Rioja,Rioja Red,4.25,269,47.5,4,3, 8.7913 , 11.9390 , 0.9946 
W1039-85300,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,Rioja,Rioja Red,4.27,47,52.95,4,3, 8.4793 , 11.8747 , 0.9950 
W7823-69557,Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,Rioja,Rioja Red,4.06,239,24.36779265,4,3, 9.8647 , 10.4035 , 0.9966 
W1896-37513,Castillo Perelada,5 Finques (Fincas) Reserva,2017,Emporda,Red,3.96,918,11.35,4,3, 12.2258 , 11.0091 , 0.9959 
W1857-57170,Castillo Perelada,Emporda Aires de Garbet,2017,Emporda,Red,4.2,98,39.22,4,3, 8.9718 , 10.7618 , 0.9964 
W7742-68130,Castillo Perelada,Emporda Aires de Garbet,2018,Emporda,Red,4.19,36,38.5,4,3, 8.9763 , 10.9704 , 0.9970 
W6526-52840,Castillo Perelada,Emporda Gran Claustro,2015,Emporda,Red,4.13,63,30.86,4,3, 9.3204 , 11.8584 , 0.9951 
W7355-78757,Castillo Perelada,Emporda Reserva Especial Don Miguel Mateu,2015,Emporda,Red,3.99,33,15.56,4,3, 11.4141 , 11.1420 , 0.9963 
W8164-54830,Castillo Perelada,Finca Garbet,2014,Emporda,Syrah,4.35,75,99,4,3, 7.3574 , 12.0509 , 0.9947 
W5451-82644,Castillo Perelada,Finca Garbet,2015,Emporda,Syrah,4.34,32,89.9,4,3, 7.4526 , 11.8919 , 0.9956 
W9816-34303,Castillo Perelada,Finca Malaveina,2012,Emporda,Red,4.01,627,17.84,4,3, 10.7489 , 10.6838 , 0.9971 
W5461-74398,Castillo Perelada,Finca Malaveina,2016,Emporda,Red,4.07,740,25.35,4,3, 9.7441 , 9.7194 , 0.9973 
W1490-96065,Castillo Perelada,Finca Malaveina,2017,Emporda,Red,4.05,687,22.5,4,3, 10.1231 , 10.5609 , 0.9966 
W3961-74574,Castillo Perelada,Finca Malaveina,2018,Emporda,Red,4.02,239,18.88,4,3, 10.5720 , 11.5563 , 0.9956 
W4113-14469,Castillo Perelada,Monastrell - Syrah Finca Espolla,2016,Emporda,Red,3.98,424,13.95,4,3, 11.4360 , 11.8815 , 0.9961 
W1918-97993,Cayetano del Pino,Palo Cortado 1/10,N.V.,Jerez-Xeres-Sherry,Sherry,4.07,134,25,4,3, 9.7463 , 10.4835 , 0.9974 
W1144-90574,Celler de Capcanes,Cabrida Montsant,2018,Montsant,Montsant Red,4.18,32,36.85,4,3, 9.1156 , 10.9638 , 0.9966 
W3164-32340,Celler de Capcanes,Flor de Primavera Peraj Ha'abib,2018,Montsant,Montsant Red,4.09,133,27.5,4,3, 9.7114 , 10.3150 , 0.9966 
W1751-92342,Cepa 21,Horcajo,2015,Ribera del Duero,Ribera Del Duero Red,4.32,100,75.3,5,3, 7.8013 , 11.6717 , 0.9957 
W1090-85469,Cepa 21,Malabrigo Ribera del Duero,2015,Ribera del Duero,Ribera Del Duero Red,4.28,374,53.5,5,3, 8.4742 , 12.1613 , 0.9947 
W1484-37389,Cepa 21,Malabrigo Ribera del Duero,2018,Ribera del Duero,Ribera Del Duero Red,4.13,65,31.5,5,3, 9.3176 , 10.8004 , 0.9970 
W2535-62271,Cepas Familiares,Nivel,2018,Ribera del Duero,Ribera Del Duero Red,4.16,28,35,5,3, 9.1354 , 11.7237 , 0.9958 
W9356-29501,Cerro San Cristobal,Dominio del Verso Red Blend,2018,Condado de Huelva,Red,4.11,27,29.5,NA,NA, 9.3350 , 10.2989 , 0.9972 
W1383-27057,Cervoles,Estrats,2009,Costers del Segre,Red,4.3,81,59.82,4,3, 8.4033 , 12.1429 , 0.9955 
W8787-23341,Cervoles,Estrats,2012,Costers del Segre,Red,4.31,51,68.55,4,3, 7.9988 , 12.0974 , 0.9943 
W5039-92642,Cervoles,Vinyes Altes de Les Garrigues Vi Blanc,2019,Costers del Segre,NA,4.08,52,,NA,NA, 9.7384 , 11.1560 , 0.9964 
W8721-49540,Chivite,Navarra Coleccion 125 Blanco,2017,Navarra,Chardonnay,4.26,204,50.9,4,3, 8.6329 , 10.9236 , 0.9976 
W4964-75800,Chivite,Navarra Coleccion 125 Blanco,2018,Navarra,Chardonnay,4.25,97,49.1,4,3, 8.6511 , 11.3756 , 0.9962 
W6869-81032,Chivite,Navarra Reserva Coleccion 125,2015,Navarra,Red,4.03,211,20.5,4,3, 10.1590 , 10.2243 , 0.9968 
W7716-46556,Chivite,Navarra Vendimia Tardia Coleccion 125,2018,Navarra,NA,4.08,39,25.95,NA,NA, 9.7329 , 12.2386 , 0.9956 
W9560-19916,Chozas Carrascal,El Cabernet F - Familiar,2017,Utiel-Requena,Red,4.16,80,34.9,4,3, 9.1419 , 11.5457 , 0.9957 
W7448-69066,Chozas Carrascal,Las Ocho (8) Tinto,2017,Utiel-Requena,Red,4,570,16.767557,4,3, 11.1574 , 11.1777 , 0.9960 
W1458-77262,Cillar de Silos,Dominio del Pidio,2016,Ribera del Duero,Ribera Del Duero Red,4.28,495,53.91,NA,NA, 8.4700 , 12.3042 , 0.9938 
W4597-64643,Cillar de Silos,Dominio del Pidio,2018,Ribera del Duero,Ribera Del Duero Red,4.22,225,42.75,5,3, 8.9320 , 11.0897 , 0.9957 
W8134-65844,Cims de Porrera,Classic,1996,Priorato,Priorat Red,4.47,106,217.2,4,3, 6.7918 , 12.6074 , 0.9941 
W8367-71911,Cims de Porrera,Classic,1997,Priorato,Priorat Red,4.37,102,119.95,4,3, 7.2457 , 10.7148 , 0.9969 
W7749-63348,Cims de Porrera,Classic,2010,Priorato,Priorat Red,4.22,118,43.24,4,3, 8.9286 , 12.1477 , 0.9943 
W6853-71345,Cims de Porrera,Classic,2011,Priorato,Priorat Red,4.2,102,39.51,4,3, 8.9667 , 11.9808 , 0.9954 
W5757-15916,Cims de Porrera,Classic,2012,Priorato,Priorat Red,4.26,102,49.95,4,3, 8.6399 , 11.2160 , 0.9964 
W1837-87261,Cims de Porrera,Solanes Priorat,2003,Priorato,Priorat Red,4.19,43,38.66,4,3, 8.9754 , 11.4038 , 0.9961 
W9466-32579,Clos d'Agon,Seleccion Especial,2015,Cataluna,Red,4.34,40,93.51,4,3, 7.3948 , 12.2154 , 0.9947 
W8667-15065,Clos d'Agon,Tinto,2014,Cataluna,Red,4.18,190,36.5,4,3, 9.1185 , 11.1395 , 0.9965 
W5822-76587,Clos d'Agon,Tinto,2015,Cataluna,Red,4.29,184,56.92,4,3, 8.4344 , 12.1938 , 0.9950 
W3453-28838,Clos Erasmus,Daphne Glorian Red,2007,Priorato,Red,4.46,51,202.01,4,3, 6.8521 , 12.1975 , 0.9959 
W6263-49042,Clos Erasmus,Laurel,2017,Priorato,Priorat Red,4.24,527,46.88,4,3, 8.7960 , 10.8501 , 0.9969 
W1680-37304,Clos Erasmus,Laurel,2018,Priorato,Priorat Red,4.18,397,36.57,4,3, 9.1182 , 11.5868 , 0.9957 
W8922-88918,Clos Erasmus,Priorat,1998,Priorato,Priorat Red,4.95,43,993.28,4,3, 5.8196 , 12.4943 , 0.9944 
W9386-38106,Clos Erasmus,Priorat,2003,Priorato,Priorat Red,4.95,41,993.28,4,3, 5.8261 , 12.3456 , 0.9947 
W4821-58422,Clos Erasmus,Priorat,2006,Priorato,Priorat Red,4.81,72,654.31,4,3, 6.2021 , 11.8893 , 0.9956 
W2681-23253,Clos Erasmus,Priorat,2007,Priorato,Priorat Red,4.81,60,654.31,4,3, 6.2042 , 12.3654 , 0.9951 
W1715-65152,Clos Erasmus,Priorat,2008,Priorato,Priorat Red,4.81,66,654.31,4,3, 6.2025 , 12.8439 , 0.9945 
W4054-43225,Clos Erasmus,Priorat,2012,Priorato,Priorat Red,4.62,69,374.66,4,3, 6.4334 , 13.0319 , 0.9944 
W4272-75644,Clos Erasmus,Priorat,2017,Priorato,Priorat Red,4.46,45,209.31,4,3, 6.8336 , 11.6299 , 0.9951 
W6896-61396,Clos Erasmus,Priorat,2018,Priorato,Priorat Red,4.48,30,,4,3, 6.7812 , 11.3895 , 0.9950 
W6883-37574,Clos Figueras,Clos Figueres,2012,Priorato,Priorat Red,4.26,237,49.61,4,3, 8.6475 , 11.8581 , 0.9959 
W5252-14144,Clos Figueras,Clos Figueres,2015,Priorato,Priorat Red,4.32,201,70.89,4,3, 7.9787 , 12.1040 , 0.9953 
W7796-87302,Clos Figueras,Clos Figueres,2016,Priorato,Priorat Red,4.3,219,57.49,4,3, 8.4297 , 11.6792 , 0.9954 
W3770-93687,Clos Figueras,Clos Figueres,2017,Priorato,Priorat Red,4.28,75,53.4,4,3, 8.4756 , 10.6690 , 0.9973 
W9844-55544,Clos Galena,Formiga de Vellut,2018,Priorato,Priorat Red,3.99,558,16.2,4,3, 11.3890 , 11.3032 , 0.9963 
W6510-33569,Clos Galena,Galena,2016,Priorato,Priorat Red,4.01,264,17.95,NA,NA, 10.5846 , 10.2682 , 0.9969 
W1050-50143,Clos Galena,Galena,2017,Priorato,Priorat Red,4.02,41,19.8,4,3, 10.4162 , 11.1712 , 0.9958 
W5492-17494,Clos Galena,Galena,2018,Priorato,Priorat Red,4.01,54,17.9,4,3, 10.7481 , 10.4026 , 0.9970 
W1034-84279,Clos Mogador,Com Tu,2018,Montsant,Grenache,4.16,85,34.95,NA,NA, 9.1394 , 9.8528 , 0.9971 
W2329-51638,Clos Mogador,Manyetes,2017,Priorato,Priorat Red,4.3,61,59.9,4,3, 8.3988 , 12.3803 , 0.9954 
W5225-41421,Clos Mogador,Manyetes,2018,Priorato,Priorat Red,4.32,30,74.56,4,3, 7.8226 , 12.2212 , 0.9947 
W6511-63866,Clos Mogador,Nelin Priorat,2016,Priorato,NA,4.18,290,36.5,NA,NA, 9.1186 , 11.6929 , 0.9961 
W6198-76962,Clos Mogador,Priorat,1999,Priorato,Priorat Red,4.34,85,95,4,3, 7.3821 , 11.8252 , 0.9961 
W6990-40294,Clos Mogador,Priorat,2000,Priorato,Priorat Red,4.35,111,100,4,3, 7.3505 , 12.6957 , 0.9938 
W3895-86970,Clos Mogador,Priorat,2003,Priorato,Priorat Red,4.34,196,95,4,3, 7.3871 , 11.2410 , 0.9962 
W8615-88039,Clos Mogador,Priorat,2005,Priorato,Priorat Red,4.36,375,110,4,3, 7.3050 , 12.0286 , 0.9956 
W4398-69487,Clos Mogador,Priorat,2006,Priorato,Priorat Red,4.34,527,95,4,3, 7.3735 , 11.1919 , 0.9948 
W7523-70271,Clos Mogador,Priorat,2007,Priorato,Priorat Red,4.34,624,95,4,3, 7.3844 , 10.8407 , 0.9960 
W5850-26013,Clos Mogador,Priorat,2008,Priorato,Priorat Red,4.34,592,95,4,3, 7.3750 , 11.7321 , 0.9950 
W8002-69035,Clos Mogador,Priorat,2009,Priorato,Priorat Red,4.34,723,95,4,3, 7.3756 , 11.6386 , 0.9947 
W8692-54728,Clos Mogador,Priorat,2010,Priorato,Priorat Red,4.31,799,69.79,4,3, 7.9866 , 11.0002 , 0.9967 
W5578-90744,Clos Mogador,Priorat,2011,Priorato,Priorat Red,4.34,809,90,4,3, 7.4379 , 11.6728 , 0.9954 
W4416-83714,Clos Mogador,Priorat,2012,Priorato,Priorat Red,4.34,695,90,4,3, 7.4357 , 10.4292 , 0.9979 
W3339-23837,Clos Mogador,Priorat,2014,Priorato,Priorat Red,4.43,1104,175.5,4,3, 6.9893 , 11.3066 , 0.9969 
W5810-74914,Clos Mogador,Priorat,2015,Priorato,Priorat Red,4.4,955,146.95,4,3, 7.1204 , 11.3041 , 0.9957 
W2876-34000,Clos Mogador,Priorat,2017,Priorato,Priorat Red,4.31,666,65,4,3, 8.0334 , 10.2860 , 0.9970 
W1759-44334,Clos Mogador,Priorat,2018,Priorato,Priorat Red,4.3,336,61.64,4,3, 8.3851 , 11.9146 , 0.9943 
W7378-51447,Clos Mogador,Priorat,2019,Priorato,Priorat Red,4.31,76,63.9,4,3, 8.2233 , 10.7516 , 0.9969 
W8530-39700,Clos Pons,Roc Nu,2011,Costers del Segre,Red,4.06,420,23.95,NA,NA, 9.9831 , 11.2545 , 0.9959 
W2242-60658,Clos Pons,Roc Nu,2011,Costers del Segre,Red,4.06,420,23.95,4,3, 9.9830 , 12.2849 , 0.9954 
